"species","dim","repSeed","repVeg","repFlow","repPost","repDorm","surv.1","primitive","irreducible","ergodic","F0","C0","F0C0","survPlast","fecPlast","cloPlast","lambda","lambdaAway","R0","T","KeyfitzH1","KeyfitzH2","DemetriusH","lifespanFun","lifespanDoak","La","lifespanFunReprod","lifespanDoakReprod","rho","periodOscillation","react","firstStepAtt","maxAmp","maxAtt","inertiaUp","inertiaLow","inertiaTotal","KreissUp","KreissLow","KreissTotal","vSeed","vVeg","vFlow","vPost","vDorm","wSeed","wVeg","wFlow","wPost","wDorm","surv>1","prob1stReprod"
"Abies_concolor",5,NA,4,1,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.36,0.04,NA,1.04354088611289,0.043540886112895,5.61948097123642,40.5033869954058,1.30784219644973,1.26564071955794,1.6333078565003,17.3795999005518,102,28.6232110060155,-11.2436111054637,73.3767889939845,1.12311252219771,39.071987681736,2.08789136007488,0.870114446001465,4.87522117643138,0.22845013106441,3.88034436377741,0.277795865250451,3.60254849852696,3.92161340522532,0.277798571929589,3.64381483329573,0,0.516967557873534,0.483032442126466,0,0,0,0.908576206150016,0.091423793849984,0,0,0,0.202205726802749
"Abies_homolepis",6,NA,6,NA,NA,NA,NA,FALSE,FALSE,FALSE,1,1,1,0.305555555555556,NA,NA,0.98,0.02,NA,NA,2.00450940577746,1.81308480355908,NA,8.64494985616799,100,1,7.64494985616799,99,1.05376344086022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"Abies_magnifica",5,NA,4,1,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.36,0.04,NA,0.973629906326788,0.026370093673212,0.239896407541831,53.4181630005388,1.31123435733627,1.26470271729401,0.311831727984497,8.55854658855302,54,22.8521983338167,-14.2936517452636,31.1478016661833,1.11165281329923,66.5621808683918,1.28719341081883,0.883806048282152,2.68734364078549,0.162017067987871,2.56100303033686,0.181906992994096,2.37909603734276,2.56099824216892,0.181911702177615,2.3790865399913,0,0.543978324856407,0.456021675143593,0,0,0,0.747957095339386,0.252042904660614,0,0,0,0.0380566560136955
"Abies_sachalinensis",8,NA,8,NA,NA,NA,NA,FALSE,FALSE,FALSE,1,1,1,0.234375,NA,NA,0.96,0.04,NA,NA,1.15766672645964,1.14893435132157,NA,34.3381876637294,160,1,33.3381876637294,159,1.02127659574468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"Abies_sachalinensis_2",5,NA,3,2,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.36,0.08,NA,1.0359668554642,0.035966855464205,1.84281539054251,17.2998981633311,0.91367671066098,0.913553940121606,1.11250840356028,13.1432142819491,53,9.41231779288607,3.73089648906302,43.5876822071139,1.15975013153918,NA,1.17088688079356,0.876475917362371,1.49413470224997,0.590193391972306,1.49421861201386,0.600548951511413,0.893669660502447,1.4942169186975,0.600550000646238,0.893666918051262,0,0.450950105177751,0.549049894822249,0,0,0,0.630564854232295,0.369435145767705,0,0,0,0.599608054629285
"Acacia_aneura",10,NA,10,NA,NA,NA,NA,FALSE,FALSE,TRUE,1,1,1,0.27,NA,NA,0.851989625571195,0.148010374428805,NA,NA,0.982484010173514,0.982483996663451,NA,5.3231106333419,23,1,4.3231106333419,22,1.02532041639088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"Acacia_bilimekii",6,NA,3,3,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.5,0.0833333333333333,NA,1.23482349898669,0.234823498986685,1826.95252856516,35.6064771093749,2.14685914333737,1.22980184691163,0.686133692086377,95.2972055142713,999,18.2746762079267,77.0225293063445,980.725323792073,1.34570619006103,17.3502466819613,20.3243621623616,0.706173797887371,34.9372236467252,0.212357454118061,26.3279988621856,0.261867540190039,26.0661313219956,26.3824136985023,0.261868893414238,26.120544805088,0,0.046263319303733,0.953736680696267,0,0,0,0.968050073202174,0.0319499267978259,0,0,0,0.243040105794721
"Acacia_pennatula",16,NA,16,NA,NA,NA,NA,FALSE,FALSE,TRUE,1,1,1,0.12109375,NA,NA,0.74,0.26,NA,NA,0.227811148613391,0.227811148613391,NA,45.4321033748897,74,1,44.4321033748897,73,1.05714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0
"Acer_amoenum",8,NA,6,2,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.234375,0.03125,NA,1.01965940924327,0.0196594092432689,75.9327567244308,222.400945148953,2.10416725187089,NA,2.11426654008534,2.93241296629017,19,134.315889213052,-131.383476246762,-115.315889213052,1.02683759478757,176.758027634511,550.178319264799,0.350607268230198,1048.51781244048,0.00334632531783878,389.986332381971,0.0175211173851408,389.968811264586,802.690400698164,0.0175225397049148,802.672878158459,0,0.236713806088184,0.763286193911816,0,0,0,0.998336589605257,0.00166341039474269,0,0,0,0.000641927012091694
"Acer_mono",8,NA,6,2,NA,NA,NA,TRUE,TRUE,TRUE,0,1,0,0.296875,0.03125,NA,1.06798519712518,0.067985197125179,32.9559404895216,53.1392025049475,1.41470259250347,1.39565863841419,2.66223320494439,2.64055503315337,20,19.9076329973719,-17.2670779642186,0.0923670026280767,1.16863264323544,NA,4495.37691432747,0.344574064313428,6780.26877931753,0.0520512302756233,6083.01378724079,0.0912264472061897,6082.92256079358,6083.00690153352,0.091227697169817,6082.91567383635,0,0.101802734475852,0.898197265524148,0,0,0,0.999754610907763,0.000245389092237368,0,0,0,0.000676119890201803
